ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A5274552,96,45788482,178,,,POINT,890594,,Data5,Data5,,,Data1,8292,,H,6001,,,m/s,,,,one,Data8,Test Data 7,9
A112672,413,2077957,218,,,POINT,138709,,Data5,Data9,,1,Data9,7899,,H,0,,,m/s,,,,three,Data5,Test Data 57,99
A5482795,461,53063047,202,,,POINT,237220,,Data8,Data4,,,Data2,6243,,H,,,,m/s,,,,four,Data5,Test Data 76,41
A2374203,350,15588621,66,,,POINT,342583,,Data5,Data7,,1,Data9,2269,,H,UNSPECIFIED,,,m/s,,,,,Data7,Test Data 77,5
A5926725,735,88782642,27,,,POINT,844971,,Data9,Data6,,1,Data7,8587,,,9001,,,m/s,,,,seven,Data7,Test Data 10,78
A3141378,935,38578004,164,,,POINT,686260,,Data8,Data8,,,Data6,4641,,,6001,,,m/s,,,,five,Data9,Test Data 31,74
A9656818,912,72110637,83,,,POINT,882102,,Data8,Data2,,,Data5,9368,,H,6001,,,m/s,,,,zero,Data9,Test Data 38,91
A2546687,301,86578172,177,,,POINT,778596,,Data3,Data2,CYCLE,,Data3,6380,,H,0,,,m/s,,,,two,Data8,Test Data 8,52
A1332510,429,27386857,172,,,POINT,286981,,Data8,Data2,,,Data4,2008,,,0,,,m/s,,,,zero,Data3,Test Data 27,88
A3615036,278,74218386,104,,,POINT,378282,,Data9,Data6,,,Data3,8727,,H,,,,m/s,,,,,Data9,Test Data 19,50
A8690692,613,15625575,110,,,POINT,379309,,Data7,Data5,,1,Data2,5715,,H,0,,,m/s,,,,zero,Data3,Test Data 37,47
A7427168,822,55498431,11,,,POINT,466901,,Data7,Data5,CYCLE,1,Data1,4909,,H,,,,m/s,,,,six,Data7,Test Data 25,43
A8244994,752,61071286,180,,,POINT,495402,,Data2,Data7,CYCLE,1,Data2,9323,,,9001,,,m/s,,,,five,Data7,Test Data 13,25
A2374383,501,78500353,107,,,POINT,970552,,Data7,Data9,,,Data9,8107,,,,,,m/s,,,,zero,Data3,Test Data 84,98
A8676086,716,2536234,210,,,POINT,915755,,Data5,Data2,CYCLE,1,Data3,8089,,H,UNSPECIFIED,,,m/s,,,,,Data9,Test Data 56,26
A2805174,977,26903626,187,,,POINT,695940,,Data3,Data6,,1,Data7,7979,,,9001,,,m/s,,,,,Data9,Test Data 81,69
A7154946,223,93897223,133,,,POINT,518471,,Data9,Data1,,1,Data1,160,,H,6001,,,m/s,,,,,Data9,Test Data 26,53
A5419371,515,66221582,1,,,POINT,983806,,Data7,Data5,,,Data5,6802,,,0,,,m/s,,,,,Data1,Test Data 40,11
A2724594,865,8382665,167,,,POINT,198774,,Data2,Data1,CYCLE,1,Data5,5186,,,,,,m/s,,,,one,Data5,Test Data 22,70
A618420,781,56917107,46,,,POINT,39773,,Data4,Data6,CYCLE,,Data8,4405,,H,0,,,m/s,,,,,Data5,Test Data 72,6
A8477623,775,25553896,147,,,POINT,954995,,Data9,Data3,CYCLE,,Data6,5389,,H,9001,,,m/s,,,,one,Data4,Test Data 94,93
A1438221,271,59138446,233,,,POINT,672420,,Data3,Data3,,,Data7,5515,,H,9001,,,m/s,,,,one,Data8,Test Data 22,71
A1882223,201,39469376,199,,,POINT,732839,,Data7,Data1,CYCLE,1,Data4,3329,,,9001,,,m/s,,,,seven,Data5,Test Data 53,20
A8102868,105,55464856,39,,,POINT,439041,,Data5,Data9,,1,Data5,7613,,H,6001,,,m/s,,,,one,Data3,Test Data 59,45
A7696443,698,9495315,38,,,POINT,30912,,Data8,Data6,,1,Data8,3211,,,9001,,,m/s,,,,,Data4,Test Data 73,56
A2463062,975,49017614,17,,,POINT,971041,,Data8,Data7,CYCLE,,Data9,8249,,,,,,m/s,,,,two,Data1,Test Data 93,56
A2991435,769,11607591,170,,,POINT,238021,,Data2,Data4,CYCLE,,Data6,970,,,0,,,m/s,,,,,Data6,Test Data 69,17
A8260261,495,81784659,15,,,POINT,94255,,Data1,Data8,CYCLE,1,Data9,1074,,H,9001,,,m/s,,,,,Data7,Test Data 68,48
A8937756,775,28428969,119,,,POINT,39320,,Data1,Data7,CYCLE,,Data1,725,,H,9001,,,m/s,,,,six,Data2,Test Data 20,86
A9813758,128,96422951,112,,,POINT,232230,,Data6,Data3,,1,Data8,8339,,,6001,,,m/s,,,,zero,Data5,Test Data 79,53
A2653900,978,43663115,104,,,POINT,41587,,Data2,Data8,,1,Data3,4743,,,9001,,,m/s,,,,six,Data3,Test Data 71,3
A8242069,152,72039899,66,,,POINT,536744,,Data6,Data5,CYCLE,,Data1,953,,,UNSPECIFIED,,,m/s,,,,,Data7,Test Data 62,41
A3643116,940,67617055,31,,,POINT,974050,,Data8,Data2,,1,Data7,9689,,H,0,,,m/s,,,,zero,Data6,Test Data 86,52
A6539011,666,17159160,78,,,POINT,416964,,Data2,Data6,,,Data6,7898,,,,,,m/s,,,,seven,Data2,Test Data 44,35
A873092,280,74134408,226,,,POINT,899449,,Data7,Data2,,,Data7,2294,,,0,,,m/s,,,,six,Data7,Test Data 17,67
A5228780,145,44795772,154,,,POINT,78535,,Data3,Data8,,1,Data6,4807,,,UNSPECIFIED,,,m/s,,,,four,Data1,Test Data 83,95
A3743077,146,2169081,23,,,POINT,389649,,Data9,Data6,CYCLE,1,Data8,7990,,,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 24,7
A653667,909,40481999,20,,,POINT,847253,,Data6,Data5,,1,Data4,5140,,H,6001,,,m/s,,,,two,Data8,Test Data 75,32
A5677871,698,47668417,46,,,POINT,690584,,Data1,Data5,,1,Data1,7323,,,UNSPECIFIED,,,m/s,,,,seven,Data4,Test Data 27,97
