ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A4994031,525,93740783,15,,,POINT,501553,,Data7,Data1,,1,Data2,3652,,,UNSPECIFIED,,,m/s,,,,four,Data9,Test Data 24,67
A4709788,309,32035169,167,,,POINT,389297,,Data9,Data1,,,Data6,997,,,,,,m/s,,,,three,Data6,Test Data 20,28
A2644184,997,97822867,63,,,POINT,386489,,Data2,Data2,CYCLE,1,Data3,8843,,H,9001,,,m/s,,,,,Data9,Test Data 33,97
A660407,624,74831941,204,,,POINT,888363,,Data4,Data1,,,Data9,5646,,,9001,,,m/s,,,,zero,Data5,Test Data 43,23
A7757910,866,27722972,211,,,POINT,323914,,Data3,Data1,CYCLE,,Data3,7800,,H,0,,,m/s,,,,one,Data3,Test Data 16,90
A8585915,403,13018213,149,,,POINT,295078,,Data2,Data8,,1,Data2,7484,,H,9001,,,m/s,,,,,Data7,Test Data 97,33
A2367493,89,24870448,233,,,POINT,407350,,Data5,Data5,,,Data9,6013,,H,9001,,,m/s,,,,two,Data3,Test Data 18,95
A3148920,627,18182397,125,,,POINT,162628,,Data7,Data4,,1,Data4,7593,,,6001,,,m/s,,,,six,Data3,Test Data 94,52
A825332,518,94611588,150,,,POINT,253400,,Data2,Data3,,1,Data4,9385,,,0,,,m/s,,,,,Data7,Test Data 36,11
A9360540,226,69435751,17,,,POINT,398395,,Data8,Data2,CYCLE,1,Data3,8844,,H,0,,,m/s,,,,,Data8,Test Data 40,98
A9431318,349,29349005,51,,,POINT,546306,,Data4,Data6,,1,Data3,1443,,,0,,,m/s,,,,,Data3,Test Data 20,69
A4733756,99,17414593,55,,,POINT,767226,,Data1,Data1,CYCLE,1,Data3,7335,,,,,,m/s,,,,five,Data1,Test Data 87,96
A558626,168,77885069,238,,,POINT,355349,,Data9,Data6,CYCLE,,Data6,8169,,H,9001,,,m/s,,,,,Data9,Test Data 75,53
A2585892,773,59553787,148,,,POINT,708432,,Data3,Data4,,,Data5,8410,,,UNSPECIFIED,,,m/s,,,,seven,Data1,Test Data 18,76
A1350723,702,17176285,37,,,POINT,168167,,Data3,Data3,,,Data2,3062,,,9001,,,m/s,,,,six,Data8,Test Data 55,90
A2043894,758,69130581,80,,,POINT,291771,,Data5,Data4,CYCLE,1,Data4,8255,,H,,,,m/s,,,,five,Data1,Test Data 20,85
A5684366,444,51327325,27,,,POINT,658271,,Data6,Data4,CYCLE,,Data5,6534,,H,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 21,73
A9271739,175,24617758,13,,,POINT,10893,,Data5,Data4,,,Data1,9986,,,0,,,m/s,,,,zero,Data8,Test Data 9,65
A1188898,845,2161590,54,,,POINT,222138,,Data4,Data5,,,Data8,923,,,,,,m/s,,,,seven,Data5,Test Data 75,84
A4957238,128,25455727,171,,,POINT,563634,,Data5,Data4,,,Data6,6168,,H,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 87,11
A7253006,829,27247641,14,,,POINT,579661,,Data7,Data9,,1,Data6,1918,,H,UNSPECIFIED,,,m/s,,,,four,Data2,Test Data 50,13
A4965865,129,19106544,207,,,POINT,609038,,Data1,Data4,CYCLE,1,Data3,1693,,H,0,,,m/s,,,,zero,Data5,Test Data 88,32
A866436,891,33148775,55,,,POINT,329,,Data5,Data5,CYCLE,,Data2,5353,,H,6001,,,m/s,,,,,Data5,Test Data 57,78
A137875,49,65593858,27,,,POINT,37835,,Data8,Data7,,,Data3,6863,,H,6001,,,m/s,,,,one,Data5,Test Data 61,61
A9178392,316,81503044,180,,,POINT,916146,,Data6,Data2,,1,Data3,515,,,9001,,,m/s,,,,seven,Data5,Test Data 22,48
A817833,644,54357195,147,,,POINT,901533,,Data4,Data5,,,Data7,5428,,H,0,,,m/s,,,,seven,Data5,Test Data 30,27
A5016164,468,1257175,126,,,POINT,790253,,Data4,Data8,CYCLE,,Data5,3497,,,,,,m/s,,,,three,Data2,Test Data 10,68
A1446320,404,48978453,101,,,POINT,744913,,Data5,Data6,,,Data5,4722,,H,9001,,,m/s,,,,two,Data9,Test Data 53,60
A9957608,311,87245475,21,,,POINT,494528,,Data6,Data4,CYCLE,1,Data3,4154,,H,9001,,,m/s,,,,,Data2,Test Data 89,33
A6526742,610,73389706,193,,,POINT,422388,,Data1,Data3,,,Data3,5066,,,0,,,m/s,,,,zero,Data9,Test Data 68,29
A4547697,285,17299173,164,,,POINT,711483,,Data8,Data2,,,Data3,2092,,H,UNSPECIFIED,,,m/s,,,,five,Data1,Test Data 74,15
