ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A7586070,793,22851191,77,,,POINT,365017,,Data7,Data9,CYCLE,,Data5,5352,,,,,,m/s,,,,,Data9,Test Data 60,10
A4081302,850,12986281,237,,,POINT,9706,,Data9,Data5,,1,Data7,8533,,H,,,,m/s,,,,,Data6,Test Data 74,80
A5100586,82,19211128,245,,,POINT,554581,,Data3,Data6,CYCLE,,Data5,196,,H,,,,m/s,,,,five,Data4,Test Data 66,25
A975793,257,72786489,10,,,POINT,589309,,Data4,Data3,,,Data9,9108,,,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 52,26
A2768166,880,34762852,245,,,POINT,848715,,Data6,Data9,CYCLE,1,Data7,716,,,,,,m/s,,,,,Data3,Test Data 63,59
A989389,565,11980679,72,,,POINT,26976,,Data7,Data5,,,Data1,5919,,,9001,,,m/s,,,,,Data8,Test Data 59,82
A6142340,801,69174811,233,,,POINT,511935,,Data2,Data7,CYCLE,,Data7,9968,,,6001,,,m/s,,,,,Data8,Test Data 86,79
A1279175,770,45504987,177,,,POINT,881528,,Data5,Data1,CYCLE,,Data5,9051,,,6001,,,m/s,,,,one,Data8,Test Data 58,3
A6952152,787,95570475,158,,,POINT,680685,,Data8,Data3,,,Data6,2478,,H,0,,,m/s,,,,,Data7,Test Data 36,75
A8072727,828,43637115,107,,,POINT,462979,,Data9,Data7,CYCLE,,Data2,4065,,,,,,m/s,,,,,Data3,Test Data 41,22
A6897919,527,10154646,172,,,POINT,920313,,Data1,Data1,,1,Data9,5151,,,9001,,,m/s,,,,one,Data7,Test Data 30,62
A6422383,450,35907546,89,,,POINT,123342,,Data9,Data9,CYCLE,,Data4,3265,,H,,,,m/s,,,,six,Data2,Test Data 95,87
A2374039,495,68407029,230,,,POINT,773659,,Data3,Data1,,1,Data9,4752,,,6001,,,m/s,,,,,Data5,Test Data 20,16
A44656,473,68613872,68,,,POINT,899558,,Data4,Data5,,1,Data5,6715,,,0,,,m/s,,,,,Data1,Test Data 41,94
A7079502,515,32989995,147,,,POINT,873499,,Data6,Data8,,,Data5,5381,,H,,,,m/s,,,,five,Data3,Test Data 6,62
A5310251,217,24363325,64,,,POINT,257737,,Data2,Data7,,1,Data2,9160,,,UNSPECIFIED,,,m/s,,,,,Data4,Test Data 45,94
A1964787,150,15827299,119,,,POINT,622846,,Data9,Data1,CYCLE,1,Data3,984,,,9001,,,m/s,,,,,Data3,Test Data 45,82
A9388958,194,31849634,27,,,POINT,716322,,Data4,Data6,CYCLE,1,Data9,8837,,,,,,m/s,,,,zero,Data1,Test Data 61,21
A521632,345,30237898,234,,,POINT,929447,,Data4,Data1,CYCLE,1,Data7,537,,,6001,,,m/s,,,,,Data8,Test Data 70,1
A462877,603,39801595,21,,,POINT,896384,,Data7,Data6,,1,Data3,4576,,H,,,,m/s,,,,four,Data9,Test Data 69,77
A3186846,252,33912653,49,,,POINT,154309,,Data1,Data5,CYCLE,1,Data9,5436,,,9001,,,m/s,,,,six,Data4,Test Data 67,46
A9414660,661,48614974,44,,,POINT,705815,,Data2,Data4,,1,Data8,4491,,,UNSPECIFIED,,,m/s,,,,four,Data9,Test Data 37,37
A4278389,940,83737365,56,,,POINT,444079,,Data3,Data2,,1,Data5,4838,,,9001,,,m/s,,,,five,Data7,Test Data 34,49
A1707253,405,53992421,129,,,POINT,493169,,Data2,Data3,,1,Data8,5357,,H,9001,,,m/s,,,,five,Data4,Test Data 38,89
A8633174,928,29061104,15,,,POINT,865537,,Data5,Data7,,,Data4,701,,H,,,,m/s,,,,seven,Data3,Test Data 63,50
A3285868,965,60111847,146,,,POINT,821159,,Data9,Data4,CYCLE,1,Data8,1259,,,6001,,,m/s,,,,,Data7,Test Data 5,52
A6013108,719,46845243,118,,,POINT,143573,,Data5,Data7,,1,Data3,9399,,H,0,,,m/s,,,,,Data8,Test Data 11,92
A1743451,383,55320873,181,,,POINT,517041,,Data9,Data2,,1,Data3,2404,,,,,,m/s,,,,four,Data2,Test Data 45,74
A8127949,25,99754782,113,,,POINT,604096,,Data7,Data7,,1,Data6,8123,,,,,,m/s,,,,four,Data9,Test Data 89,20
A7444259,855,89498546,194,,,POINT,182548,,Data1,Data2,,1,Data5,1628,,,UNSPECIFIED,,,m/s,,,,,Data5,Test Data 76,30
A7069343,584,41725866,19,,,POINT,993905,,Data6,Data6,,,Data6,2223,,,0,,,m/s,,,,four,Data7,Test Data 43,10
A6605323,988,37841471,152,,,POINT,675663,,Data7,Data9,,1,Data8,4972,,,0,,,m/s,,,,,Data2,Test Data 65,30
A4193314,570,53190245,11,,,POINT,933615,,Data3,Data7,,,Data4,5223,,,0,,,m/s,,,,five,Data5,Test Data 10,95
A6423737,714,77040596,37,,,POINT,215151,,Data8,Data7,,,Data7,3939,,,,,,m/s,,,,five,Data5,Test Data 41,46
A5004838,981,39377697,22,,,POINT,299189,,Data2,Data3,,1,Data6,6132,,,,,,m/s,,,,five,Data9,Test Data 23,10
A8256779,718,45154201,12,,,POINT,65747,,Data9,Data2,,,Data4,3004,,,,,,m/s,,,,,Data3,Test Data 7,88
A8016959,560,97431654,54,,,POINT,263257,,Data4,Data9,,1,Data3,4629,,,9001,,,m/s,,,,two,Data4,Test Data 85,30
A2005952,830,99271831,105,,,POINT,248781,,Data4,Data3,,1,Data4,6072,,H,9001,,,m/s,,,,six,Data3,Test Data 50,38
A8092997,393,69540375,17,,,POINT,790601,,Data2,Data4,CYCLE,,Data8,6489,,H,9001,,,m/s,,,,three,Data5,Test Data 15,81
A7359695,590,43565680,143,,,POINT,634053,,Data8,Data1,,,Data1,7758,,,UNSPECIFIED,,,m/s,,,,six,Data5,Test Data 63,5
A8057972,116,50770838,242,,,POINT,209269,,Data4,Data8,,,Data3,1782,,,,,,m/s,,,,,Data4,Test Data 58,40
A8229501,289,34602779,144,,,POINT,316892,,Data9,Data1,CYCLE,1,Data2,1534,,,,,,m/s,,,,five,Data8,Test Data 78,10
A6981084,569,23130719,40,,,POINT,123228,,Data9,Data2,,1,Data5,2200,,,,,,m/s,,,,five,Data6,Test Data 12,85
A5184813,855,33927444,21,,,POINT,816833,,Data9,Data6,CYCLE,1,Data8,2071,,H,6001,,,m/s,,,,six,Data2,Test Data 2,86
A8692501,106,47616226,166,,,POINT,71434,,Data9,Data7,,1,Data3,5075,,,0,,,m/s,,,,six,Data4,Test Data 84,49
A855914,110,3637963,210,,,POINT,730713,,Data1,Data2,,,Data3,7292,,,UNSPECIFIED,,,m/s,,,,one,Data9,Test Data 25,60
A7321498,232,30233968,187,,,POINT,208269,,Data7,Data1,,,Data3,8223,,,UNSPECIFIED,,,m/s,,,,zero,Data9,Test Data 87,4
A796140,138,93872286,16,,,POINT,405288,,Data5,Data3,,1,Data9,4204,,,,,,m/s,,,,two,Data6,Test Data 73,14
A5585352,980,83434074,97,,,POINT,102766,,Data7,Data7,,1,Data8,9303,,H,6001,,,m/s,,,,,Data4,Test Data 94,65
A6339171,304,84770226,214,,,POINT,607486,,Data1,Data9,CYCLE,,Data7,8972,,H,,,,m/s,,,,five,Data3,Test Data 33,84
A2362443,901,85994287,37,,,POINT,789675,,Data1,Data1,,,Data8,6912,,,UNSPECIFIED,,,m/s,,,,six,Data1,Test Data 41,17
A3668207,847,42722439,27,,,POINT,480995,,Data3,Data3,CYCLE,,Data7,419,,H,UNSPECIFIED,,,m/s,,,,one,Data5,Test Data 9,23
A7986459,873,81181213,203,,,POINT,20622,,Data9,Data1,,,Data7,4203,,H,,,,m/s,,,,seven,Data9,Test Data 71,29
A808369,846,85781086,189,,,POINT,655829,,Data9,Data1,CYCLE,1,Data6,4077,,,0,,,m/s,,,,seven,Data1,Test Data 31,11
A8875348,640,71220431,96,,,POINT,162512,,Data5,Data5,CYCLE,,Data7,8519,,,6001,,,m/s,,,,five,Data6,Test Data 39,81
A4521037,816,41350057,92,,,POINT,249863,,Data1,Data2,CYCLE,,Data9,9286,,H,,,,m/s,,,,seven,Data7,Test Data 9,75
A8915750,577,46611592,144,,,POINT,776864,,Data5,Data8,,1,Data6,6914,,H,,,,m/s,,,,,Data5,Test Data 3,42
A1387733,860,35446602,42,,,POINT,393977,,Data8,Data2,CYCLE,1,Data2,9692,,H,,,,m/s,,,,,Data8,Test Data 63,61
A2500345,851,68640641,30,,,POINT,453199,,Data3,Data9,,,Data6,1718,,,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 0,75
A2529240,584,34720950,238,,,POINT,201006,,Data6,Data6,,1,Data6,3294,,H,0,,,m/s,,,,six,Data7,Test Data 52,63
A4991928,741,88077959,87,,,POINT,293699,,Data5,Data4,CYCLE,1,Data6,6758,,H,UNSPECIFIED,,,m/s,,,,five,Data4,Test Data 77,89
A8739414,913,75440062,71,,,POINT,356436,,Data3,Data9,CYCLE,1,Data8,4707,,H,UNSPECIFIED,,,m/s,,,,,Data4,Test Data 5,23
