ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A1916120,485,78733175,180,,,POINT,775683,,Data6,Data8,,,Data8,8526,,H,0,,,m/s,,,,,Data8,Test Data 24,25
A1359930,255,46595706,108,,,POINT,151486,,Data8,Data4,CYCLE,,Data8,6098,,,0,,,m/s,,,,,Data4,Test Data 68,96
A3159431,929,50166503,214,,,POINT,687378,,Data2,Data9,,1,Data5,4212,,H,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 2,73
A1541838,586,34175419,20,,,POINT,879343,,Data6,Data4,,1,Data8,9551,,,0,,,m/s,,,,two,Data5,Test Data 69,46
A7639431,685,40565081,127,,,POINT,280331,,Data5,Data5,CYCLE,1,Data7,8607,,,UNSPECIFIED,,,m/s,,,,seven,Data3,Test Data 61,22
A7286000,660,29630075,175,,,POINT,838944,,Data8,Data6,CYCLE,1,Data6,5381,,H,0,,,m/s,,,,four,Data6,Test Data 74,88
A7217249,922,23332688,220,,,POINT,811468,,Data1,Data8,CYCLE,1,Data6,7230,,H,UNSPECIFIED,,,m/s,,,,two,Data4,Test Data 98,70
A2571656,742,84424636,55,,,POINT,10259,,Data2,Data4,,,Data5,8716,,H,9001,,,m/s,,,,one,Data5,Test Data 92,94
A6765236,679,45844129,209,,,POINT,229811,,Data6,Data4,,,Data1,8022,,,,,,m/s,,,,,Data5,Test Data 0,15
A3612666,997,56236747,26,,,POINT,295466,,Data3,Data5,CYCLE,,Data1,6858,,,UNSPECIFIED,,,m/s,,,,,Data7,Test Data 41,99
A2445851,635,35233018,232,,,POINT,615686,,Data1,Data7,,,Data5,3700,,,,,,m/s,,,,five,Data8,Test Data 5,40
A2445603,538,39731405,241,,,POINT,645445,,Data8,Data7,CYCLE,,Data7,4196,,,,,,m/s,,,,two,Data5,Test Data 55,60
A27452,380,52443002,214,,,POINT,307744,,Data7,Data9,,1,Data6,461,,,,,,m/s,,,,,Data5,Test Data 43,94
A4854585,115,11948465,103,,,POINT,660734,,Data3,Data3,,,Data1,5432,,,9001,,,m/s,,,,six,Data4,Test Data 51,88
A349051,158,87531712,61,,,POINT,505356,,Data6,Data2,CYCLE,1,Data9,4839,,,UNSPECIFIED,,,m/s,,,,two,Data5,Test Data 55,50
A4175441,111,31562453,250,,,POINT,568743,,Data1,Data8,,1,Data4,9184,,H,0,,,m/s,,,,four,Data6,Test Data 59,25
A4051384,495,57764166,161,,,POINT,85344,,Data5,Data3,,1,Data2,5352,,,6001,,,m/s,,,,,Data3,Test Data 71,17
A5182163,614,31023576,133,,,POINT,538990,,Data3,Data7,,,Data5,5953,,H,0,,,m/s,,,,five,Data2,Test Data 63,29
A4876070,590,89379801,43,,,POINT,151995,,Data6,Data4,,1,Data4,3123,,,UNSPECIFIED,,,m/s,,,,six,Data4,Test Data 81,63
A8552810,46,34726739,196,,,POINT,781696,,Data4,Data9,,,Data5,5995,,,0,,,m/s,,,,six,Data3,Test Data 67,90
A1617971,955,17996991,164,,,POINT,987606,,Data3,Data3,CYCLE,1,Data3,2414,,H,,,,m/s,,,,seven,Data7,Test Data 86,81
A6147159,889,82446871,142,,,POINT,898402,,Data5,Data2,,,Data7,6542,,,,,,m/s,,,,five,Data2,Test Data 62,68
A2612714,17,10531527,85,,,POINT,997032,,Data9,Data5,CYCLE,1,Data4,4934,,,0,,,m/s,,,,,Data7,Test Data 18,50
