ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A4953350,124,2317201,177,,,POINT,143406,,Data1,Data4,,,Data7,8637,,H,,,,m/s,,,,two,Data1,Test Data 26,13
A5983602,958,28645414,173,,,POINT,978410,,Data4,Data1,CYCLE,,Data6,9512,,H,UNSPECIFIED,,,m/s,,,,seven,Data6,Test Data 14,27
A2317539,644,22457042,224,,,POINT,353294,,Data1,Data7,,1,Data8,4869,,,0,,,m/s,,,,,Data2,Test Data 71,91
A2340504,946,71347814,177,,,POINT,459330,,Data4,Data5,,,Data4,45,,H,0,,,m/s,,,,,Data3,Test Data 23,25
A2516020,367,64033866,42,,,POINT,655562,,Data5,Data4,,,Data5,4191,,,9001,,,m/s,,,,two,Data3,Test Data 92,16
A1742952,865,12838885,105,,,POINT,386292,,Data6,Data1,,,Data7,7133,,,0,,,m/s,,,,seven,Data4,Test Data 52,66
A9799373,781,46478446,63,,,POINT,965367,,Data6,Data6,,,Data3,4508,,,UNSPECIFIED,,,m/s,,,,zero,Data1,Test Data 68,9
A1518088,777,8949714,14,,,POINT,117518,,Data7,Data8,,,Data1,7287,,H,6001,,,m/s,,,,,Data3,Test Data 1,68
A6720864,103,36816319,13,,,POINT,518652,,Data8,Data9,,,Data9,5146,,H,,,,m/s,,,,zero,Data7,Test Data 42,90
A8454523,545,8591062,191,,,POINT,912400,,Data9,Data4,,,Data3,6032,,H,,,,m/s,,,,three,Data1,Test Data 18,13
A7290820,759,94542720,5,,,POINT,599006,,Data2,Data4,,,Data2,4970,,,UNSPECIFIED,,,m/s,,,,four,Data6,Test Data 40,64
A7630315,886,3398454,18,,,POINT,385701,,Data3,Data1,CYCLE,1,Data1,9608,,H,,,,m/s,,,,four,Data2,Test Data 90,59
A1224707,888,94081726,16,,,POINT,718997,,Data4,Data9,,,Data2,9842,,,,,,m/s,,,,,Data4,Test Data 85,34
A8551966,747,30694382,232,,,POINT,302065,,Data8,Data3,,1,Data6,2664,,H,UNSPECIFIED,,,m/s,,,,,Data7,Test Data 45,21
A5441906,365,39698291,60,,,POINT,61709,,Data8,Data4,CYCLE,,Data2,968,,H,UNSPECIFIED,,,m/s,,,,zero,Data6,Test Data 93,50
A2859547,199,4119541,21,,,POINT,580475,,Data4,Data9,,1,Data8,3351,,H,9001,,,m/s,,,,,Data1,Test Data 52,64
A736721,265,99283987,205,,,POINT,335333,,Data3,Data7,,,Data4,7843,,,UNSPECIFIED,,,m/s,,,,three,Data8,Test Data 33,48
A4563615,856,45464699,2,,,POINT,702828,,Data9,Data3,,,Data5,2065,,,6001,,,m/s,,,,,Data8,Test Data 73,12
A7148331,117,28735089,67,,,POINT,788813,,Data4,Data1,CYCLE,1,Data8,9074,,H,6001,,,m/s,,,,,Data3,Test Data 80,51
A1140272,461,35426205,84,,,POINT,147489,,Data6,Data6,CYCLE,1,Data5,6055,,H,6001,,,m/s,,,,zero,Data5,Test Data 65,73
A5090957,864,71940351,231,,,POINT,763418,,Data1,Data4,CYCLE,1,Data9,7709,,H,,,,m/s,,,,two,Data5,Test Data 24,86
A5437269,232,51244318,115,,,POINT,7558,,Data4,Data9,CYCLE,,Data1,5435,,H,9001,,,m/s,,,,two,Data1,Test Data 10,67
A8688297,900,10811696,166,,,POINT,455960,,Data7,Data6,CYCLE,,Data9,7173,,H,UNSPECIFIED,,,m/s,,,,five,Data5,Test Data 23,61
A8950865,880,40300328,177,,,POINT,211750,,Data2,Data6,,,Data7,860,,,9001,,,m/s,,,,,Data1,Test Data 35,77
A3529646,888,26836541,190,,,POINT,557119,,Data4,Data2,,1,Data9,8276,,,UNSPECIFIED,,,m/s,,,,two,Data8,Test Data 14,67
A6108720,190,35257478,245,,,POINT,991196,,Data6,Data4,,1,Data1,8443,,,UNSPECIFIED,,,m/s,,,,,Data7,Test Data 66,85
A6138875,40,27854521,185,,,POINT,697409,,Data2,Data5,,,Data8,762,,,UNSPECIFIED,,,m/s,,,,zero,Data6,Test Data 0,71
