ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A2880620,930,7029160,89,,,POINT,179623,,Data7,Data4,CYCLE,1,Data3,2208,,H,UNSPECIFIED,,,m/s,,,,one,Data9,Test Data 63,30
A2617551,200,2574535,54,,,POINT,745383,,Data7,Data2,,1,Data7,7724,,,6001,,,m/s,,,,five,Data9,Test Data 91,35
A460813,702,17017428,52,,,POINT,171976,,Data5,Data8,,1,Data3,8856,,,6001,,,m/s,,,,seven,Data9,Test Data 89,28
A4741546,639,34412886,218,,,POINT,973763,,Data4,Data5,,1,Data5,185,,,9001,,,m/s,,,,six,Data1,Test Data 38,40
A979792,870,86620520,128,,,POINT,594407,,Data4,Data2,,,Data7,8383,,H,6001,,,m/s,,,,six,Data4,Test Data 47,18
A3055229,958,56733350,138,,,POINT,873643,,Data8,Data2,,,Data5,6081,,H,,,,m/s,,,,one,Data3,Test Data 70,63
A9343242,182,7430984,137,,,POINT,169502,,Data8,Data2,,,Data5,6261,,H,9001,,,m/s,,,,,Data8,Test Data 60,2
A3797344,460,40807102,165,,,POINT,87778,,Data9,Data7,CYCLE,,Data6,7617,,H,,,,m/s,,,,two,Data2,Test Data 19,32
A2924866,382,17486697,24,,,POINT,671751,,Data5,Data8,,,Data1,2053,,,0,,,m/s,,,,zero,Data6,Test Data 2,41
A886042,3,19262254,19,,,POINT,533837,,Data6,Data3,,1,Data3,1230,,H,9001,,,m/s,,,,zero,Data7,Test Data 48,79
A3943098,323,38626643,12,,,POINT,786923,,Data7,Data3,CYCLE,1,Data5,9215,,,,,,m/s,,,,,Data7,Test Data 58,82
A4749386,615,53855138,113,,,POINT,329550,,Data9,Data2,,1,Data4,4325,,,UNSPECIFIED,,,m/s,,,,one,Data7,Test Data 62,98
A3632458,166,38251324,51,,,POINT,975367,,Data8,Data8,,,Data3,7848,,H,,,,m/s,,,,,Data1,Test Data 43,14
A1606989,122,83367106,69,,,POINT,7053,,Data5,Data8,,1,Data9,5903,,,,,,m/s,,,,,Data2,Test Data 20,66
A2819813,823,67471418,158,,,POINT,953758,,Data5,Data4,CYCLE,1,Data7,4946,,,UNSPECIFIED,,,m/s,,,,,Data1,Test Data 91,11
A3356125,919,10618372,95,,,POINT,545900,,Data4,Data8,,,Data3,8695,,,6001,,,m/s,,,,,Data7,Test Data 15,33
A1782229,400,98805869,34,,,POINT,96450,,Data5,Data1,CYCLE,1,Data5,9193,,H,,,,m/s,,,,seven,Data3,Test Data 39,12
