ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A2240714,184,71493849,188,,,POINT,441836,,Data5,Data3,,1,Data6,6463,,H,0,,,m/s,,,,,Data4,Test Data 92,73
A2805171,141,17531515,181,,,POINT,193207,,Data3,Data7,,1,Data2,2063,,H,0,,,m/s,,,,six,Data3,Test Data 14,73
A1831249,665,47722516,173,,,POINT,422916,,Data3,Data8,,,Data5,4987,,H,,,,m/s,,,,,Data5,Test Data 26,98
A5293263,458,78626669,159,,,POINT,714946,,Data5,Data7,,1,Data4,925,,H,,,,m/s,,,,one,Data3,Test Data 1,25
A2332336,901,2084243,160,,,POINT,758541,,Data9,Data9,,1,Data7,8039,,,UNSPECIFIED,,,m/s,,,,,Data3,Test Data 61,51
A2136144,120,11268452,203,,,POINT,65653,,Data5,Data6,CYCLE,1,Data8,9584,,H,UNSPECIFIED,,,m/s,,,,five,Data8,Test Data 87,67
A6055229,68,2600672,124,,,POINT,907325,,Data6,Data6,CYCLE,,Data1,4383,,,9001,,,m/s,,,,one,Data4,Test Data 58,66
A8534581,275,62399874,175,,,POINT,980208,,Data3,Data9,,1,Data4,4521,,,,,,m/s,,,,,Data4,Test Data 36,55
A5261608,315,59835684,15,,,POINT,195180,,Data6,Data3,,1,Data9,6676,,,UNSPECIFIED,,,m/s,,,,five,Data3,Test Data 79,72
A3919161,547,56299553,178,,,POINT,504227,,Data7,Data4,,,Data5,3724,,H,0,,,m/s,,,,five,Data3,Test Data 65,79
A1199892,983,72088951,107,,,POINT,827720,,Data6,Data7,,,Data5,4149,,,UNSPECIFIED,,,m/s,,,,seven,Data1,Test Data 37,78
A3932591,373,74954986,1,,,POINT,121101,,Data6,Data7,CYCLE,,Data2,6827,,H,6001,,,m/s,,,,,Data4,Test Data 63,57
A6011422,695,58007999,83,,,POINT,702701,,Data6,Data5,,1,Data7,6182,,,0,,,m/s,,,,zero,Data1,Test Data 95,65
A5182797,870,37164920,177,,,POINT,250104,,Data8,Data4,,1,Data2,1364,,H,0,,,m/s,,,,seven,Data8,Test Data 61,79
A4637609,114,78075310,160,,,POINT,623315,,Data3,Data7,,1,Data4,1198,,H,,,,m/s,,,,one,Data4,Test Data 67,44
A6455203,665,46137004,118,,,POINT,941526,,Data4,Data3,,,Data6,1008,,,6001,,,m/s,,,,four,Data7,Test Data 45,76
A7835247,263,3627457,82,,,POINT,396517,,Data1,Data2,CYCLE,1,Data3,9018,,,9001,,,m/s,,,,five,Data4,Test Data 25,15
