ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A8848339,651,76519824,75,,,POINT,193844,,Data6,Data9,,,Data5,6892,,,9001,,,m/s,,,,five,Data8,Test Data 4,93
A5997975,463,42998459,11,,,POINT,824990,,Data2,Data6,,1,Data2,5360,,H,,,,m/s,,,,,Data7,Test Data 2,29
A207471,658,33352819,109,,,POINT,762897,,Data9,Data4,,,Data2,3634,,H,6001,,,m/s,,,,six,Data1,Test Data 31,9
A2102728,955,99973375,84,,,POINT,17509,,Data3,Data6,CYCLE,,Data3,6162,,,9001,,,m/s,,,,two,Data9,Test Data 49,2
A8255952,626,46239515,238,,,POINT,171675,,Data5,Data4,CYCLE,1,Data2,4400,,H,UNSPECIFIED,,,m/s,,,,three,Data9,Test Data 73,81
A6610746,464,40533413,151,,,POINT,162100,,Data9,Data6,,1,Data4,9291,,H,UNSPECIFIED,,,m/s,,,,two,Data9,Test Data 17,92
A8838395,479,28683277,241,,,POINT,318980,,Data7,Data4,,,Data2,1729,,,9001,,,m/s,,,,,Data2,Test Data 10,23
A5628929,283,60120961,161,,,POINT,140289,,Data5,Data5,,1,Data6,4172,,H,0,,,m/s,,,,one,Data4,Test Data 3,61
A8424672,295,84539766,127,,,POINT,901005,,Data2,Data1,,1,Data3,7504,,,6001,,,m/s,,,,two,Data4,Test Data 77,64
A1694615,735,52026011,9,,,POINT,401526,,Data4,Data7,,1,Data7,7973,,H,0,,,m/s,,,,seven,Data2,Test Data 42,75
A3989165,596,32336060,83,,,POINT,41059,,Data9,Data1,CYCLE,,Data1,4447,,H,,,,m/s,,,,three,Data2,Test Data 26,65
A1580547,235,46343980,53,,,POINT,536202,,Data6,Data3,,1,Data9,798,,,,,,m/s,,,,zero,Data3,Test Data 39,41
A9992238,416,30481947,11,,,POINT,956328,,Data1,Data5,,1,Data4,3862,,,,,,m/s,,,,seven,Data7,Test Data 25,49
