ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A5409847,455,20699395,196,,,POINT,240752,,Data9,Data2,,1,Data4,6381,,H,6001,,,m/s,,,,,Data7,Test Data 52,38
A4856692,666,22884192,91,,,POINT,235159,,Data4,Data7,,1,Data2,387,,,9001,,,m/s,,,,three,Data9,Test Data 73,11
A1232946,49,1965458,27,,,POINT,640598,,Data7,Data4,,,Data9,8883,,H,0,,,m/s,,,,six,Data2,Test Data 45,7
A2004368,579,36228142,161,,,POINT,547962,,Data5,Data9,,,Data2,3397,,H,9001,,,m/s,,,,six,Data1,Test Data 0,3
A1654531,742,70712505,69,,,POINT,501898,,Data2,Data6,,1,Data3,4622,,H,,,,m/s,,,,,Data4,Test Data 81,26
A8075929,426,63481637,45,,,POINT,300159,,Data1,Data3,CYCLE,1,Data4,3454,,H,9001,,,m/s,,,,six,Data2,Test Data 76,87
A8654342,550,75583169,21,,,POINT,961084,,Data8,Data5,CYCLE,,Data1,8584,,,6001,,,m/s,,,,zero,Data1,Test Data 70,6
A3050476,198,46812378,234,,,POINT,183793,,Data3,Data6,CYCLE,,Data2,9647,,,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 95,76
A2154283,103,96882398,37,,,POINT,155636,,Data1,Data2,,,Data7,1418,,H,,,,m/s,,,,six,Data4,Test Data 76,89
A2367169,797,33783599,35,,,POINT,185131,,Data3,Data1,CYCLE,,Data4,2529,,H,9001,,,m/s,,,,six,Data3,Test Data 90,13
A9235805,876,56592843,108,,,POINT,409445,,Data2,Data9,,1,Data1,2619,,H,,,,m/s,,,,,Data2,Test Data 83,70
A6452206,12,94693134,91,,,POINT,856841,,Data6,Data5,CYCLE,1,Data9,9105,,H,0,,,m/s,,,,,Data3,Test Data 24,79
A557667,222,7323590,47,,,POINT,54532,,Data3,Data7,CYCLE,1,Data9,4170,,,0,,,m/s,,,,,Data5,Test Data 10,44
A5217958,444,37016188,235,,,POINT,520660,,Data6,Data1,,,Data5,939,,,UNSPECIFIED,,,m/s,,,,three,Data9,Test Data 56,38
A3592249,761,28363031,56,,,POINT,693500,,Data7,Data8,,1,Data9,2349,,,9001,,,m/s,,,,five,Data9,Test Data 73,78
A5835742,174,18727481,180,,,POINT,91104,,Data5,Data5,CYCLE,1,Data2,2907,,H,9001,,,m/s,,,,,Data9,Test Data 34,14
A817579,285,90465260,126,,,POINT,420950,,Data9,Data2,CYCLE,1,Data4,3392,,H,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 61,47
A1804148,133,92464820,132,,,POINT,5516,,Data7,Data5,,,Data2,2659,,H,,,,m/s,,,,,Data4,Test Data 4,40
A2459122,681,34981284,203,,,POINT,493744,,Data2,Data3,,,Data3,5488,,,6001,,,m/s,,,,,Data2,Test Data 84,54
A9561281,38,34872006,88,,,POINT,635427,,Data7,Data4,,,Data6,6003,,H,9001,,,m/s,,,,four,Data8,Test Data 84,95
A2276604,501,59748308,55,,,POINT,759653,,Data6,Data3,CYCLE,1,Data4,2484,,H,6001,,,m/s,,,,,Data8,Test Data 4,91
A9924280,158,23539053,245,,,POINT,30013,,Data1,Data2,,1,Data2,1309,,,6001,,,m/s,,,,two,Data7,Test Data 95,47
A6840228,116,59966277,52,,,POINT,232309,,Data3,Data6,,1,Data6,3778,,H,6001,,,m/s,,,,five,Data6,Test Data 64,29
