ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A1145896,926,24668260,199,,,POINT,403555,,Data2,Data8,,1,Data8,1399,,,,,,m/s,,,,five,Data1,Test Data 85,85
A3536078,520,62496158,177,,,POINT,975362,,Data9,Data6,,,Data5,4811,,,,,,m/s,,,,seven,Data3,Test Data 58,84
A1321388,572,81768914,130,,,POINT,501403,,Data4,Data7,,1,Data3,4523,,,6001,,,m/s,,,,five,Data6,Test Data 19,3
A964979,90,26633012,218,,,POINT,374690,,Data9,Data3,CYCLE,1,Data2,8668,,H,UNSPECIFIED,,,m/s,,,,,Data4,Test Data 41,89
A3040083,186,80764212,108,,,POINT,591699,,Data2,Data6,,,Data8,3708,,,0,,,m/s,,,,zero,Data4,Test Data 74,22
A1995008,775,97294004,101,,,POINT,936173,,Data8,Data4,,,Data1,3959,,H,,,,m/s,,,,zero,Data5,Test Data 36,14
A6450152,209,51568968,62,,,POINT,887246,,Data7,Data9,CYCLE,1,Data2,9168,,,,,,m/s,,,,zero,Data2,Test Data 50,59
A3822511,713,71150635,43,,,POINT,619904,,Data3,Data9,,1,Data5,4851,,,9001,,,m/s,,,,zero,Data3,Test Data 93,16
A3525487,332,73692222,212,,,POINT,792671,,Data5,Data7,,,Data1,3129,,,6001,,,m/s,,,,three,Data6,Test Data 1,3
A6278200,732,58201185,195,,,POINT,792459,,Data1,Data2,,1,Data6,9089,,,,,,m/s,,,,,Data9,Test Data 71,100
A3690605,546,36442359,36,,,POINT,941857,,Data2,Data4,,,Data8,4787,,H,UNSPECIFIED,,,m/s,,,,five,Data9,Test Data 78,53
A7078834,281,24459709,244,,,POINT,65374,,Data8,Data5,CYCLE,1,Data2,6998,,,9001,,,m/s,,,,,Data1,Test Data 68,15
A6448345,825,71007651,83,,,POINT,354184,,Data7,Data3,CYCLE,,Data5,3362,,,9001,,,m/s,,,,,Data9,Test Data 26,35
A7624155,149,87504247,147,,,POINT,718157,,Data2,Data9,CYCLE,,Data2,4746,,,,,,m/s,,,,,Data7,Test Data 59,12
A6301033,971,70119909,198,,,POINT,405538,,Data8,Data6,,1,Data5,6812,,H,,,,m/s,,,,zero,Data2,Test Data 4,30
A9253490,187,33909493,238,,,POINT,738811,,Data2,Data7,,,Data4,307,,,,,,m/s,,,,five,Data3,Test Data 50,86
A2834259,791,45692616,26,,,POINT,580992,,Data4,Data4,CYCLE,1,Data5,241,,H,,,,m/s,,,,five,Data6,Test Data 10,52
A6875849,98,41267551,189,,,POINT,985789,,Data5,Data4,,,Data2,7174,,,,,,m/s,,,,,Data7,Test Data 52,83
A4376645,510,89048122,226,,,POINT,992272,,Data3,Data4,,1,Data1,5222,,,,,,m/s,,,,,Data1,Test Data 84,100
A6060766,236,14741713,207,,,POINT,962291,,Data7,Data6,CYCLE,,Data2,5282,,H,6001,,,m/s,,,,two,Data7,Test Data 5,94
A4116212,280,48267858,36,,,POINT,332801,,Data7,Data9,CYCLE,,Data3,3145,,H,,,,m/s,,,,three,Data8,Test Data 53,93
A8351381,548,20394157,54,,,POINT,325170,,Data2,Data4,CYCLE,,Data3,4795,,,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 56,51
A4279723,321,33434306,226,,,POINT,328747,,Data6,Data1,,,Data6,8210,,,9001,,,m/s,,,,,Data2,Test Data 50,46
A3103758,891,43204546,239,,,POINT,879883,,Data3,Data6,,,Data8,2058,,,9001,,,m/s,,,,seven,Data3,Test Data 75,77
A8645458,885,91668101,75,,,POINT,962629,,Data8,Data3,,,Data7,9405,,,6001,,,m/s,,,,three,Data8,Test Data 81,63
A2583651,935,3328411,31,,,POINT,574412,,Data1,Data6,,1,Data9,9130,,,,,,m/s,,,,,Data7,Test Data 63,26
A963980,629,27666607,31,,,POINT,3319,,Data1,Data9,CYCLE,1,Data3,4586,,,,,,m/s,,,,three,Data9,Test Data 26,5
A4549651,751,77894017,194,,,POINT,495211,,Data9,Data9,CYCLE,,Data1,1417,,,UNSPECIFIED,,,m/s,,,,three,Data2,Test Data 91,60
A9981686,524,79960153,16,,,POINT,162509,,Data7,Data2,,1,Data4,9248,,H,0,,,m/s,,,,two,Data6,Test Data 78,7
A3890703,975,23835821,104,,,POINT,199308,,Data2,Data6,,1,Data2,9452,,H,,,,m/s,,,,,Data7,Test Data 12,69
A9928302,323,45557114,179,,,POINT,432337,,Data2,Data7,CYCLE,1,Data1,255,,,6001,,,m/s,,,,one,Data2,Test Data 20,96
A9586472,324,44644257,195,,,POINT,634298,,Data2,Data2,CYCLE,,Data3,3620,,H,6001,,,m/s,,,,three,Data6,Test Data 27,47
A9858917,468,1482508,95,,,POINT,642031,,Data3,Data9,CYCLE,1,Data8,5628,,,0,,,m/s,,,,,Data4,Test Data 37,29
A4071752,324,46267781,60,,,POINT,386800,,Data2,Data3,,,Data9,8047,,,,,,m/s,,,,seven,Data4,Test Data 3,42
A666602,886,65053309,140,,,POINT,430876,,Data3,Data6,CYCLE,,Data4,3658,,,0,,,m/s,,,,seven,Data4,Test Data 38,56
A5736938,372,8487881,37,,,POINT,548969,,Data7,Data8,,1,Data4,2615,,,0,,,m/s,,,,four,Data3,Test Data 3,27
A876626,478,63699456,226,,,POINT,863671,,Data5,Data6,,1,Data1,2363,,H,9001,,,m/s,,,,two,Data4,Test Data 58,92
A193238,639,41847754,117,,,POINT,933152,,Data1,Data9,,1,Data5,6737,,H,0,,,m/s,,,,one,Data5,Test Data 54,81
A8881857,77,22218174,224,,,POINT,834087,,Data4,Data2,,1,Data2,3903,,,0,,,m/s,,,,six,Data5,Test Data 6,80
A6522090,360,5830585,5,,,POINT,730201,,Data4,Data9,,1,Data8,886,,H,9001,,,m/s,,,,one,Data8,Test Data 40,48
A2776968,635,19358492,118,,,POINT,552854,,Data5,Data7,CYCLE,,Data4,9977,,H,,,,m/s,,,,,Data8,Test Data 91,79
A2883760,435,35025542,84,,,POINT,411151,,Data3,Data5,,1,Data6,1564,,H,UNSPECIFIED,,,m/s,,,,two,Data5,Test Data 18,2
A4275356,287,38984937,77,,,POINT,225443,,Data6,Data8,,,Data4,672,,H,9001,,,m/s,,,,one,Data2,Test Data 49,2
A5879719,550,84264668,53,,,POINT,190486,,Data6,Data8,CYCLE,,Data2,7673,,,,,,m/s,,,,three,Data6,Test Data 47,58
A5378703,218,78082913,243,,,POINT,700045,,Data6,Data1,CYCLE,1,Data3,9247,,H,,,,m/s,,,,two,Data1,Test Data 63,5
A3540459,439,13901181,194,,,POINT,172888,,Data1,Data2,CYCLE,1,Data9,1684,,H,,,,m/s,,,,,Data9,Test Data 19,61
A8276958,959,20182654,182,,,POINT,195439,,Data3,Data8,CYCLE,1,Data6,9345,,,,,,m/s,,,,,Data3,Test Data 28,55
A7796538,98,24391000,174,,,POINT,144257,,Data5,Data8,,,Data5,4306,,H,UNSPECIFIED,,,m/s,,,,six,Data2,Test Data 59,4
A3492908,377,83472803,171,,,POINT,341945,,Data1,Data6,,,Data1,8786,,H,,,,m/s,,,,five,Data9,Test Data 1,57
A2747450,169,41551923,45,,,POINT,744746,,Data4,Data8,,1,Data8,4918,,H,6001,,,m/s,,,,three,Data7,Test Data 66,20
A3971457,304,29791821,211,,,POINT,706734,,Data8,Data4,,1,Data9,26,,,,,,m/s,,,,,Data1,Test Data 14,30
A3453330,423,43804982,141,,,POINT,12458,,Data7,Data8,,,Data1,6999,,,,,,m/s,,,,three,Data2,Test Data 47,20
A8379905,832,57441049,108,,,POINT,998218,,Data3,Data6,,1,Data9,4896,,,UNSPECIFIED,,,m/s,,,,zero,Data1,Test Data 95,1
A7247156,874,26196862,104,,,POINT,201347,,Data8,Data5,,,Data1,7408,,H,9001,,,m/s,,,,five,Data1,Test Data 35,48
A378013,48,53606532,80,,,POINT,127387,,Data1,Data1,,1,Data9,8082,,,UNSPECIFIED,,,m/s,,,,seven,Data7,Test Data 52,46
A6259911,740,4303336,206,,,POINT,305214,,Data1,Data4,CYCLE,,Data1,7879,,,,,,m/s,,,,,Data4,Test Data 93,11
A1424081,963,20320131,53,,,POINT,970479,,Data9,Data1,CYCLE,1,Data4,8257,,,6001,,,m/s,,,,zero,Data3,Test Data 43,3
A7308325,62,60673341,43,,,POINT,580229,,Data8,Data6,CYCLE,,Data5,9729,,,6001,,,m/s,,,,four,Data6,Test Data 75,31
A5411184,846,7445034,181,,,POINT,352776,,Data5,Data9,,,Data5,3564,,,,,,m/s,,,,three,Data9,Test Data 17,87
A9795624,505,36411190,92,,,POINT,607458,,Data1,Data2,,1,Data1,3935,,,9001,,,m/s,,,,,Data5,Test Data 87,75
A1542307,694,60117138,163,,,POINT,801518,,Data9,Data9,,1,Data1,4703,,H,0,,,m/s,,,,,Data1,Test Data 92,75
A6495523,562,69011815,102,,,POINT,992225,,Data3,Data2,,1,Data2,3219,,,,,,m/s,,,,seven,Data4,Test Data 33,87
A7842386,933,32907006,80,,,POINT,836380,,Data3,Data5,,1,Data4,8891,,H,UNSPECIFIED,,,m/s,,,,three,Data3,Test Data 25,20
A31078,241,22441701,124,,,POINT,685530,,Data6,Data1,,,Data2,4088,,,,,,m/s,,,,six,Data3,Test Data 91,7
A3176758,577,36220137,21,,,POINT,829038,,Data3,Data7,,1,Data5,866,,H,9001,,,m/s,,,,two,Data8,Test Data 40,98
A6114133,109,27757429,80,,,POINT,143275,,Data4,Data2,,,Data6,1715,,H,,,,m/s,,,,six,Data8,Test Data 62,81
A3163766,368,9953841,93,,,POINT,372372,,Data1,Data1,,1,Data7,5245,,H,6001,,,m/s,,,,six,Data7,Test Data 26,95
A2708309,111,9403778,246,,,POINT,674069,,Data1,Data1,,,Data9,8282,,H,,,,m/s,,,,four,Data3,Test Data 71,80
