ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A5536545,638,16910771,17,,,POINT,451818,,Data1,Data4,,,Data5,3236,,,0,,,m/s,,,,four,Data4,Test Data 80,44
A1513565,631,37309608,214,,,POINT,412956,,Data1,Data8,,1,Data7,3815,,H,9001,,,m/s,,,,two,Data2,Test Data 34,85
A8571124,930,3000235,43,,,POINT,16150,,Data9,Data2,,1,Data1,964,,,UNSPECIFIED,,,m/s,,,,four,Data2,Test Data 35,65
A9702423,467,56285626,50,,,POINT,904269,,Data7,Data9,,,Data7,227,,H,,,,m/s,,,,one,Data5,Test Data 80,86
A4380651,141,62603211,25,,,POINT,234858,,Data7,Data1,,1,Data9,2645,,H,9001,,,m/s,,,,five,Data8,Test Data 79,48
A6327325,869,98601672,208,,,POINT,448142,,Data7,Data7,CYCLE,,Data8,1251,,H,9001,,,m/s,,,,one,Data1,Test Data 14,84
A2511041,344,76295207,182,,,POINT,530092,,Data7,Data6,,1,Data5,1775,,H,6001,,,m/s,,,,,Data6,Test Data 54,90
A3329052,45,92849683,66,,,POINT,410202,,Data2,Data9,CYCLE,,Data1,4226,,,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 61,17
A5691509,881,18460243,192,,,POINT,694860,,Data7,Data1,,1,Data3,4273,,H,6001,,,m/s,,,,,Data9,Test Data 32,69
A7239003,498,2244961,165,,,POINT,571216,,Data2,Data8,,1,Data7,1582,,H,0,,,m/s,,,,two,Data7,Test Data 64,54
A7252152,439,47683194,10,,,POINT,910457,,Data1,Data5,CYCLE,,Data9,7742,,H,6001,,,m/s,,,,two,Data8,Test Data 12,63
A636719,48,34198343,121,,,POINT,24832,,Data1,Data4,,1,Data4,9273,,,,,,m/s,,,,,Data8,Test Data 67,13
A3788607,466,84409360,241,,,POINT,669438,,Data5,Data3,,,Data9,6774,,H,0,,,m/s,,,,four,Data3,Test Data 52,15
