ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A344283,537,1451467,246,,,POINT,989315,,Data9,Data2,CYCLE,1,Data2,6465,,,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 81,5
A9777209,136,31544937,17,,,POINT,227713,,Data2,Data5,CYCLE,,Data5,5331,,,9001,,,m/s,,,,two,Data4,Test Data 37,38
A235894,713,4452983,230,,,POINT,798168,,Data4,Data4,,1,Data3,4803,,H,9001,,,m/s,,,,,Data1,Test Data 42,68
A7261339,365,15923031,129,,,POINT,659275,,Data7,Data4,,1,Data3,1522,,H,9001,,,m/s,,,,,Data4,Test Data 98,99
A9405161,606,8215368,246,,,POINT,50402,,Data9,Data5,,,Data2,408,,,,,,m/s,,,,two,Data7,Test Data 9,82
A2937188,782,36894313,11,,,POINT,978896,,Data8,Data2,CYCLE,,Data8,4002,,H,,,,m/s,,,,two,Data6,Test Data 63,32
A8446708,817,53172955,1,,,POINT,227431,,Data1,Data9,CYCLE,,Data5,9252,,H,6001,,,m/s,,,,,Data7,Test Data 31,63
A8789826,410,68523563,210,,,POINT,649181,,Data5,Data1,,,Data9,986,,,,,,m/s,,,,three,Data6,Test Data 17,48
A8610143,707,14196707,75,,,POINT,577298,,Data1,Data1,CYCLE,1,Data1,9134,,,UNSPECIFIED,,,m/s,,,,one,Data8,Test Data 63,57
A9171673,435,7895090,109,,,POINT,642842,,Data6,Data4,,,Data3,8436,,H,UNSPECIFIED,,,m/s,,,,,Data1,Test Data 88,1
A5871681,694,40192617,6,,,POINT,73389,,Data1,Data7,,1,Data4,9122,,H,6001,,,m/s,,,,,Data5,Test Data 50,46
A9948687,520,14706762,24,,,POINT,51337,,Data4,Data5,CYCLE,,Data5,8510,,,6001,,,m/s,,,,four,Data3,Test Data 20,50
A6368727,913,30089797,156,,,POINT,327447,,Data1,Data2,,1,Data1,9066,,H,9001,,,m/s,,,,,Data9,Test Data 38,59
A7402588,511,26163894,6,,,POINT,188399,,Data2,Data4,,,Data2,6954,,H,,,,m/s,,,,one,Data5,Test Data 34,58
A2373032,581,15683393,8,,,POINT,357378,,Data1,Data5,,,Data3,8226,,,,,,m/s,,,,three,Data4,Test Data 87,68
A3199040,475,27536550,51,,,POINT,647471,,Data3,Data9,,,Data8,4026,,,6001,,,m/s,,,,four,Data4,Test Data 8,72
A4563001,673,86523099,64,,,POINT,475910,,Data5,Data5,,1,Data9,4219,,H,9001,,,m/s,,,,,Data2,Test Data 5,93
A7645112,804,32775263,233,,,POINT,419741,,Data7,Data4,,1,Data4,5416,,H,,,,m/s,,,,two,Data4,Test Data 90,57
A4211368,590,29610196,136,,,POINT,40675,,Data5,Data6,CYCLE,1,Data6,6769,,,0,,,m/s,,,,,Data3,Test Data 0,35
A1505293,965,85985340,236,,,POINT,231650,,Data4,Data9,,1,Data5,6899,,H,6001,,,m/s,,,,,Data4,Test Data 6,89
A5708512,398,71995560,42,,,POINT,359683,,Data4,Data6,,,Data7,5955,,H,,,,m/s,,,,six,Data7,Test Data 53,54
A3769300,898,79570211,47,,,POINT,268106,,Data3,Data9,,1,Data5,7037,,H,,,,m/s,,,,four,Data2,Test Data 54,65
A9980242,646,30178954,211,,,POINT,193936,,Data2,Data6,,1,Data4,8519,,,,,,m/s,,,,seven,Data6,Test Data 16,85
A2858241,421,27530161,35,,,POINT,456435,,Data2,Data3,,1,Data5,6876,,,,,,m/s,,,,zero,Data3,Test Data 83,55
A9310818,306,47946377,238,,,POINT,265880,,Data9,Data6,,1,Data8,8960,,,9001,,,m/s,,,,,Data9,Test Data 43,83
A8573274,660,61643752,34,,,POINT,668201,,Data2,Data9,,1,Data7,4174,,,,,,m/s,,,,,Data3,Test Data 93,26
A3458185,508,3738881,215,,,POINT,712282,,Data2,Data4,,,Data9,8984,,,,,,m/s,,,,seven,Data1,Test Data 87,100
A4289363,250,77067353,115,,,POINT,872909,,Data7,Data3,CYCLE,1,Data8,2623,,H,,,,m/s,,,,,Data6,Test Data 58,21
A1073372,98,44264029,63,,,POINT,471354,,Data3,Data7,CYCLE,,Data6,3190,,H,0,,,m/s,,,,six,Data7,Test Data 70,17
A1120509,825,17893689,175,,,POINT,135183,,Data6,Data4,,1,Data1,8130,,,6001,,,m/s,,,,six,Data6,Test Data 22,28
A8460210,370,17122959,112,,,POINT,728007,,Data2,Data6,,,Data6,9376,,,0,,,m/s,,,,six,Data5,Test Data 89,81
A1859539,904,83997954,90,,,POINT,411856,,Data1,Data2,,1,Data6,7621,,H,,,,m/s,,,,four,Data7,Test Data 71,9
A1324655,500,11597530,162,,,POINT,424237,,Data8,Data6,,1,Data1,6662,,H,9001,,,m/s,,,,seven,Data9,Test Data 44,56
A1804007,38,97607052,121,,,POINT,89188,,Data1,Data7,,,Data1,628,,H,9001,,,m/s,,,,six,Data2,Test Data 80,69
A7008657,277,63322631,64,,,POINT,963703,,Data7,Data4,CYCLE,,Data3,4339,,H,,,,m/s,,,,,Data8,Test Data 12,11
A830261,235,23693265,42,,,POINT,915382,,Data4,Data4,,,Data6,8916,,H,0,,,m/s,,,,,Data6,Test Data 88,67
A4483226,171,84839953,147,,,POINT,321709,,Data2,Data1,,1,Data2,3128,,H,6001,,,m/s,,,,,Data7,Test Data 19,68
A2597687,670,9883018,126,,,POINT,317781,,Data4,Data6,CYCLE,1,Data8,1720,,,6001,,,m/s,,,,seven,Data3,Test Data 19,54
A4003948,201,4262493,28,,,POINT,348903,,Data9,Data3,,,Data5,6423,,H,,,,m/s,,,,two,Data4,Test Data 96,37
A6211027,200,53031577,230,,,POINT,282817,,Data7,Data8,CYCLE,1,Data6,973,,,,,,m/s,,,,four,Data6,Test Data 38,74
A8768858,987,2174981,9,,,POINT,826061,,Data1,Data9,,1,Data1,499,,H,0,,,m/s,,,,,Data6,Test Data 29,38
A2922804,244,60026329,86,,,POINT,689764,,Data3,Data4,CYCLE,1,Data6,936,,,9001,,,m/s,,,,four,Data2,Test Data 57,93
A4634091,307,87300816,38,,,POINT,873574,,Data1,Data1,CYCLE,,Data8,4868,,H,UNSPECIFIED,,,m/s,,,,zero,Data9,Test Data 67,33
A1937267,738,99809207,178,,,POINT,582299,,Data1,Data6,,1,Data4,2115,,,,,,m/s,,,,,Data4,Test Data 69,86
A158103,276,46136386,238,,,POINT,579742,,Data9,Data7,,,Data3,8779,,H,UNSPECIFIED,,,m/s,,,,six,Data9,Test Data 34,3
A8563705,168,67789755,244,,,POINT,922243,,Data9,Data9,CYCLE,1,Data6,3281,,H,UNSPECIFIED,,,m/s,,,,six,Data2,Test Data 2,13
A1722893,691,3789525,75,,,POINT,524220,,Data6,Data8,,,Data6,6097,,,9001,,,m/s,,,,,Data7,Test Data 46,99
A6416938,500,14687154,184,,,POINT,326523,,Data7,Data7,CYCLE,1,Data7,7296,,,0,,,m/s,,,,,Data5,Test Data 82,20
A3510599,990,94331408,162,,,POINT,455810,,Data6,Data8,,1,Data4,4850,,,9001,,,m/s,,,,,Data6,Test Data 24,16
A2267752,265,51511904,229,,,POINT,776031,,Data4,Data1,,,Data9,3907,,,UNSPECIFIED,,,m/s,,,,three,Data9,Test Data 92,52
A4863787,967,74345654,241,,,POINT,956450,,Data1,Data5,CYCLE,,Data9,496,,H,UNSPECIFIED,,,m/s,,,,six,Data5,Test Data 24,74
A4596265,836,27145935,136,,,POINT,198746,,Data9,Data3,,,Data1,5040,,H,,,,m/s,,,,,Data5,Test Data 93,70
A1073303,506,29254002,6,,,POINT,429157,,Data5,Data3,,,Data3,690,,H,,,,m/s,,,,,Data7,Test Data 87,95
A2579251,776,7245285,193,,,POINT,222743,,Data4,Data8,,1,Data2,3713,,H,UNSPECIFIED,,,m/s,,,,five,Data9,Test Data 88,17
A8196296,952,58225210,1,,,POINT,336940,,Data6,Data1,CYCLE,1,Data5,1226,,,9001,,,m/s,,,,,Data5,Test Data 91,42
A1433953,873,56548801,1,,,POINT,642904,,Data1,Data5,CYCLE,1,Data9,9838,,,6001,,,m/s,,,,seven,Data6,Test Data 88,98
A6456982,179,49252730,245,,,POINT,620246,,Data8,Data9,,1,Data6,359,,,UNSPECIFIED,,,m/s,,,,three,Data2,Test Data 30,87
A7169756,790,83191057,176,,,POINT,588488,,Data4,Data7,,,Data3,2304,,,9001,,,m/s,,,,four,Data9,Test Data 76,33
A5423257,673,72484433,145,,,POINT,12537,,Data3,Data4,,1,Data8,5519,,,9001,,,m/s,,,,four,Data1,Test Data 74,16
A7967855,919,63992171,235,,,POINT,750993,,Data2,Data7,,,Data3,9521,,,6001,,,m/s,,,,two,Data8,Test Data 33,84
A7853952,973,7477981,247,,,POINT,296518,,Data6,Data3,CYCLE,1,Data6,9676,,H,6001,,,m/s,,,,five,Data2,Test Data 56,71
A7570412,637,57971628,110,,,POINT,111922,,Data2,Data2,,1,Data5,2144,,H,0,,,m/s,,,,,Data7,Test Data 87,18
A2176635,216,73758320,210,,,POINT,362231,,Data7,Data6,CYCLE,,Data1,999,,,,,,m/s,,,,one,Data4,Test Data 88,1
A5085825,528,21995578,224,,,POINT,957686,,Data8,Data9,,,Data5,5858,,H,,,,m/s,,,,zero,Data8,Test Data 5,22
A3609532,974,22303682,186,,,POINT,375355,,Data5,Data1,,1,Data6,6215,,,6001,,,m/s,,,,one,Data4,Test Data 94,16
A9487386,434,61783267,128,,,POINT,278459,,Data6,Data2,,,Data9,212,,H,6001,,,m/s,,,,four,Data2,Test Data 0,57
A4668577,501,51252458,119,,,POINT,381792,,Data1,Data8,,,Data7,9239,,H,9001,,,m/s,,,,five,Data7,Test Data 92,46
A987933,875,87957645,110,,,POINT,421149,,Data4,Data8,CYCLE,,Data5,3861,,H,,,,m/s,,,,two,Data7,Test Data 56,17
A144876,360,77751890,220,,,POINT,249167,,Data6,Data8,CYCLE,,Data8,8185,,,,,,m/s,,,,four,Data6,Test Data 5,42
A3068607,910,49406157,149,,,POINT,224880,,Data9,Data8,CYCLE,1,Data4,2138,,H,0,,,m/s,,,,,Data9,Test Data 37,10
A7722675,877,52532242,65,,,POINT,377584,,Data9,Data5,,1,Data8,6650,,,UNSPECIFIED,,,m/s,,,,three,Data1,Test Data 82,25
A386984,64,65774184,47,,,POINT,27119,,Data4,Data2,CYCLE,1,Data4,9883,,H,UNSPECIFIED,,,m/s,,,,seven,Data9,Test Data 92,93
A1611863,781,13577111,131,,,POINT,926625,,Data5,Data6,CYCLE,1,Data1,4493,,H,9001,,,m/s,,,,zero,Data7,Test Data 29,29
A1734414,373,16632529,124,,,POINT,684323,,Data2,Data7,,,Data3,2497,,,6001,,,m/s,,,,,Data5,Test Data 74,32
A9266669,89,81355945,179,,,POINT,66424,,Data3,Data4,,,Data6,6281,,H,,,,m/s,,,,one,Data3,Test Data 76,14
A3051023,497,32091535,37,,,POINT,744029,,Data2,Data9,,,Data2,6496,,H,,,,m/s,,,,five,Data9,Test Data 71,52
A3041619,343,55678141,118,,,POINT,409943,,Data7,Data6,,,Data6,8896,,,9001,,,m/s,,,,,Data2,Test Data 79,18
A2192369,668,94066419,96,,,POINT,248996,,Data3,Data4,,,Data4,8556,,H,UNSPECIFIED,,,m/s,,,,,Data2,Test Data 46,95
A5005434,203,12086254,9,,,POINT,397327,,Data7,Data8,,1,Data7,7113,,H,0,,,m/s,,,,,Data1,Test Data 52,59
A639687,122,56157315,122,,,POINT,605919,,Data2,Data7,,1,Data6,1107,,,0,,,m/s,,,,five,Data3,Test Data 27,45
A1941814,215,31013923,187,,,POINT,30188,,Data3,Data2,,,Data7,5023,,,,,,m/s,,,,,Data8,Test Data 68,100
A9163965,356,442868,247,,,POINT,104713,,Data8,Data2,,1,Data4,9338,,H,,,,m/s,,,,two,Data1,Test Data 47,3
A397090,962,65840972,96,,,POINT,82455,,Data7,Data1,,1,Data9,4716,,H,9001,,,m/s,,,,six,Data6,Test Data 84,77
A9217003,387,42728454,3,,,POINT,156950,,Data7,Data2,CYCLE,1,Data5,9403,,H,9001,,,m/s,,,,one,Data9,Test Data 21,79
A807727,161,79745012,53,,,POINT,828509,,Data1,Data9,,1,Data2,4381,,,6001,,,m/s,,,,,Data1,Test Data 80,100
A2196394,229,1311947,227,,,POINT,754498,,Data9,Data8,CYCLE,1,Data7,1981,,H,UNSPECIFIED,,,m/s,,,,three,Data7,Test Data 31,87
A1933689,986,28815808,162,,,POINT,698631,,Data6,Data7,,,Data7,698,,H,,,,m/s,,,,four,Data2,Test Data 36,5
A9905533,275,87899204,73,,,POINT,566657,,Data3,Data3,,1,Data3,8798,,,6001,,,m/s,,,,,Data5,Test Data 1,18
A9100211,948,32849478,74,,,POINT,789360,,Data8,Data8,CYCLE,1,Data8,5009,,H,9001,,,m/s,,,,one,Data8,Test Data 38,17
A7825484,223,47532228,248,,,POINT,725617,,Data4,Data8,,,Data3,2614,,H,6001,,,m/s,,,,zero,Data4,Test Data 68,35
A1254361,922,31262769,110,,,POINT,884503,,Data4,Data9,,1,Data1,1,,,,,,m/s,,,,,Data1,Test Data 66,61
A1334701,619,45125431,180,,,POINT,456212,,Data5,Data3,,,Data4,6645,,H,,,,m/s,,,,,Data7,Test Data 43,94
A7367,453,48839355,113,,,POINT,407134,,Data5,Data2,,1,Data5,8838,,,,,,m/s,,,,seven,Data4,Test Data 28,70
A2018776,924,20618440,194,,,POINT,459710,,Data1,Data8,CYCLE,1,Data1,2273,,H,9001,,,m/s,,,,,Data3,Test Data 85,55
A6925060,336,75320729,201,,,POINT,628786,,Data4,Data7,CYCLE,1,Data4,715,,,UNSPECIFIED,,,m/s,,,,five,Data8,Test Data 74,89
