ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A4490027,645,59264863,250,,,POINT,657197,,Data7,Data2,,,Data1,3737,,,6001,,,m/s,,,,zero,Data3,Test Data 54,22
A2205542,194,82428849,125,,,POINT,298085,,Data5,Data2,CYCLE,1,Data7,2465,,H,9001,,,m/s,,,,,Data7,Test Data 82,17
A5551213,40,11002543,122,,,POINT,176819,,Data2,Data4,,1,Data1,6139,,H,6001,,,m/s,,,,four,Data3,Test Data 18,3
A6583419,302,80402617,2,,,POINT,131673,,Data2,Data6,CYCLE,1,Data1,7744,,H,,,,m/s,,,,six,Data9,Test Data 36,4
A1164278,837,52890676,4,,,POINT,250580,,Data1,Data9,,1,Data3,209,,,0,,,m/s,,,,zero,Data6,Test Data 16,39
A749214,512,55433325,66,,,POINT,647326,,Data5,Data8,,1,Data4,8215,,,6001,,,m/s,,,,six,Data7,Test Data 73,38
A681072,279,27952572,143,,,POINT,643182,,Data3,Data9,,,Data3,2475,,,6001,,,m/s,,,,five,Data1,Test Data 6,56
A4613607,154,70125671,55,,,POINT,775628,,Data3,Data1,,1,Data8,2997,,,,,,m/s,,,,,Data6,Test Data 95,65
A1787853,901,5938801,55,,,POINT,955931,,Data3,Data5,,,Data6,8259,,,6001,,,m/s,,,,,Data5,Test Data 86,35
A6323408,359,90976263,152,,,POINT,133173,,Data5,Data4,CYCLE,1,Data4,9508,,H,9001,,,m/s,,,,,Data9,Test Data 25,11
A3888781,815,52842302,182,,,POINT,573381,,Data3,Data8,,1,Data8,3186,,H,,,,m/s,,,,two,Data7,Test Data 70,81
A1053627,209,18054737,76,,,POINT,984572,,Data1,Data2,,,Data6,8156,,H,,,,m/s,,,,four,Data7,Test Data 33,95
A7358555,508,31096230,104,,,POINT,245125,,Data6,Data2,CYCLE,,Data2,706,,,6001,,,m/s,,,,,Data2,Test Data 82,18
A8925915,285,35156733,81,,,POINT,936759,,Data9,Data8,,,Data1,4708,,H,9001,,,m/s,,,,seven,Data1,Test Data 74,11
A3641355,282,80682826,116,,,POINT,131799,,Data7,Data3,CYCLE,1,Data2,6221,,H,9001,,,m/s,,,,six,Data9,Test Data 81,12
A8331047,598,99435815,155,,,POINT,566892,,Data6,Data2,CYCLE,,Data8,3646,,,6001,,,m/s,,,,,Data3,Test Data 12,18
A8029271,563,92192210,245,,,POINT,606359,,Data2,Data5,,1,Data2,7913,,,,,,m/s,,,,six,Data5,Test Data 75,81
A5905988,212,11068177,216,,,POINT,347000,,Data8,Data2,,,Data3,8378,,,UNSPECIFIED,,,m/s,,,,zero,Data5,Test Data 78,6
A1568881,368,2405463,122,,,POINT,243960,,Data8,Data8,,,Data3,8062,,,6001,,,m/s,,,,two,Data7,Test Data 6,91
A7475669,144,95023575,215,,,POINT,820648,,Data9,Data5,,,Data7,1477,,H,0,,,m/s,,,,four,Data9,Test Data 21,47
A615499,557,53659309,218,,,POINT,151531,,Data4,Data7,,,Data9,9927,,H,6001,,,m/s,,,,,Data8,Test Data 76,90
A2158800,63,13852800,22,,,POINT,706703,,Data3,Data6,,1,Data7,567,,,,,,m/s,,,,four,Data8,Test Data 25,19
A1960012,800,87630984,26,,,POINT,359643,,Data9,Data9,,1,Data4,1672,,,UNSPECIFIED,,,m/s,,,,five,Data5,Test Data 60,44
A9337543,40,15274455,95,,,POINT,731466,,Data5,Data9,CYCLE,1,Data3,3002,,,,,,m/s,,,,,Data9,Test Data 45,26
A4805024,486,63220585,99,,,POINT,8239,,Data1,Data1,,,Data4,4561,,,,,,m/s,,,,zero,Data3,Test Data 45,89
A1832773,28,42725612,165,,,POINT,331323,,Data9,Data7,CYCLE,,Data5,1230,,H,,,,m/s,,,,two,Data8,Test Data 23,18
A4249518,716,30854973,174,,,POINT,827455,,Data4,Data7,,,Data7,5189,,,6001,,,m/s,,,,three,Data3,Test Data 86,10
A331751,832,50186794,249,,,POINT,368826,,Data1,Data6,,,Data7,4199,,H,0,,,m/s,,,,seven,Data2,Test Data 47,20
A2075329,254,65832108,156,,,POINT,867949,,Data4,Data4,CYCLE,1,Data5,1863,,H,9001,,,m/s,,,,three,Data9,Test Data 15,96
