ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A6606313,600,12256822,105,,,POINT,63514,,Data2,Data1,,,Data2,426,,,6001,,,m/s,,,,two,Data4,Test Data 68,96
A3288416,778,42381696,245,,,POINT,493203,,Data3,Data5,,,Data5,9930,,,0,,,m/s,,,,seven,Data5,Test Data 92,14
A606247,810,7691198,141,,,POINT,623274,,Data2,Data1,,,Data5,3953,,,9001,,,m/s,,,,,Data6,Test Data 6,87
A9656871,146,85297171,6,,,POINT,592476,,Data5,Data7,,1,Data5,9532,,H,9001,,,m/s,,,,three,Data7,Test Data 76,71
A5010059,456,13751194,224,,,POINT,993406,,Data8,Data5,,,Data3,1017,,,0,,,m/s,,,,,Data2,Test Data 25,23
A7099153,780,54435176,226,,,POINT,497125,,Data1,Data1,CYCLE,1,Data5,1448,,H,9001,,,m/s,,,,zero,Data2,Test Data 25,24
A2544831,603,83865840,2,,,POINT,894698,,Data3,Data3,,1,Data5,5099,,,0,,,m/s,,,,two,Data7,Test Data 91,59
A6823,171,65739160,1,,,POINT,165564,,Data9,Data1,,1,Data1,4423,,H,,,,m/s,,,,four,Data2,Test Data 14,89
A6552031,269,46658811,42,,,POINT,167014,,Data1,Data4,,,Data1,2495,,H,6001,,,m/s,,,,four,Data4,Test Data 95,92
A8665818,201,77955480,208,,,POINT,987932,,Data1,Data9,,1,Data9,441,,,,,,m/s,,,,three,Data9,Test Data 86,22
A31129,491,62243878,135,,,POINT,471486,,Data4,Data2,CYCLE,1,Data5,3763,,,UNSPECIFIED,,,m/s,,,,,Data5,Test Data 7,74
A8799227,628,53558607,173,,,POINT,585238,,Data2,Data4,CYCLE,,Data2,3517,,,9001,,,m/s,,,,five,Data9,Test Data 5,1
A471595,339,20396523,220,,,POINT,648477,,Data7,Data7,,,Data3,9620,,H,UNSPECIFIED,,,m/s,,,,three,Data9,Test Data 37,97
A8907225,239,15368145,244,,,POINT,185785,,Data6,Data8,,1,Data4,4616,,H,9001,,,m/s,,,,,Data5,Test Data 23,100
A8188344,558,3950956,78,,,POINT,198338,,Data2,Data2,CYCLE,,Data6,7075,,H,,,,m/s,,,,,Data3,Test Data 92,19
A20730,972,14252971,102,,,POINT,912748,,Data7,Data3,CYCLE,,Data8,898,,,UNSPECIFIED,,,m/s,,,,,Data3,Test Data 79,84
A4844015,945,80546209,72,,,POINT,876986,,Data7,Data9,,1,Data8,6829,,,9001,,,m/s,,,,,Data9,Test Data 13,18
A8240126,390,83642791,230,,,POINT,152814,,Data9,Data4,,,Data9,82,,H,UNSPECIFIED,,,m/s,,,,one,Data3,Test Data 38,58
A2816736,957,65761824,58,,,POINT,614393,,Data4,Data8,CYCLE,,Data8,5845,,,,,,m/s,,,,zero,Data3,Test Data 60,81
A6527363,252,99289274,186,,,POINT,111564,,Data5,Data6,CYCLE,1,Data4,975,,H,UNSPECIFIED,,,m/s,,,,,Data1,Test Data 62,52
A4464641,318,85498247,219,,,POINT,600318,,Data9,Data6,,,Data5,9371,,,UNSPECIFIED,,,m/s,,,,seven,Data2,Test Data 50,90
A1660127,610,6241206,74,,,POINT,932066,,Data8,Data9,,1,Data9,8346,,,6001,,,m/s,,,,zero,Data4,Test Data 57,51
A6444736,136,78178935,27,,,POINT,168612,,Data5,Data2,,,Data4,7983,,,,,,m/s,,,,,Data3,Test Data 63,23
A4042961,617,60687426,36,,,POINT,719226,,Data6,Data8,CYCLE,,Data1,7009,,,UNSPECIFIED,,,m/s,,,,two,Data1,Test Data 96,36
A9536348,805,5918830,204,,,POINT,92689,,Data6,Data8,,1,Data8,8511,,H,9001,,,m/s,,,,six,Data4,Test Data 20,64
A2587255,326,15702362,172,,,POINT,474969,,Data2,Data5,CYCLE,,Data4,9321,,H,,,,m/s,,,,one,Data4,Test Data 3,76
A9027301,483,74230195,46,,,POINT,709257,,Data9,Data1,,1,Data9,649,,,,,,m/s,,,,seven,Data6,Test Data 0,29
A439315,824,52065304,138,,,POINT,861496,,Data1,Data9,,,Data1,2479,,H,6001,,,m/s,,,,five,Data1,Test Data 22,22
A3404521,9,52917146,184,,,POINT,403900,,Data6,Data6,,,Data3,5774,,H,,,,m/s,,,,,Data1,Test Data 7,28
A1981194,442,95030092,215,,,POINT,959327,,Data9,Data4,,1,Data8,6158,,,,,,m/s,,,,three,Data2,Test Data 70,76
A7200497,290,55952383,52,,,POINT,976327,,Data3,Data9,,,Data6,5672,,,,,,m/s,,,,,Data1,Test Data 70,31
A3921603,728,40233570,77,,,POINT,616609,,Data1,Data2,,1,Data9,5558,,H,6001,,,m/s,,,,,Data7,Test Data 4,42
A6331736,833,6796378,168,,,POINT,24233,,Data3,Data9,,1,Data3,2995,,H,6001,,,m/s,,,,,Data8,Test Data 54,85
A135917,358,68454718,142,,,POINT,975028,,Data5,Data8,,1,Data7,2651,,H,,,,m/s,,,,four,Data3,Test Data 40,36
A1957093,684,84078182,215,,,POINT,191122,,Data4,Data8,CYCLE,,Data6,2382,,H,6001,,,m/s,,,,one,Data6,Test Data 90,2
A224767,843,33276345,239,,,POINT,455153,,Data2,Data5,CYCLE,1,Data8,1629,,H,,,,m/s,,,,four,Data7,Test Data 91,30
A4725924,749,74636518,76,,,POINT,882500,,Data7,Data9,,1,Data3,8279,,H,9001,,,m/s,,,,three,Data5,Test Data 83,98
A2075876,245,70301488,160,,,POINT,739179,,Data6,Data5,,,Data7,7683,,,9001,,,m/s,,,,,Data2,Test Data 58,50
A6559219,691,39747437,246,,,POINT,403448,,Data2,Data1,,,Data6,5727,,H,0,,,m/s,,,,,Data6,Test Data 42,27
A857322,725,38380963,195,,,POINT,12697,,Data2,Data8,CYCLE,,Data8,5826,,H,,,,m/s,,,,,Data8,Test Data 30,97
A3781366,534,55403515,228,,,POINT,895266,,Data6,Data3,,,Data7,7503,,,9001,,,m/s,,,,seven,Data3,Test Data 33,42
